RANK,COMPANY NAME,GROWTH,EMPLOYEES,STATE, REVENUE ,FOUNDED,INDUSTRY
2184,Jackrabbit Mobile,203,28,TX,2.8 MM,2012,Business Products & Services
2188,Wodify Technologies,203,51,NJ,9.3 MM,2012,Software
2206,Her Hair Company,200,7,IN,6.5 MM,2012,Consumer Products & Services
2217,Wellen Capital,199,27,IL,13.2 MM,2012,Financial Services
2220,Clairvoyant,199,280,AZ,17.9 MM,2012,Software
2251,Crunch Fitness West Florida and Atlanta (CR Fitness),195,500,FL,22.0 MM,2012,Health
2259,Accelogix,195,72,NC,8.0 MM,2012,Logistics & Transportation
2264,JCM Capital Investments,194,5,CA,4.2 MM,2012,Real Estate
2299,Kupanda Capital,191,8,DC,2.8 MM,2012,Financial Services
2300,Longford,191,74,MA,11.9 MM,2012,Human Resources
2312,PUNCH Cyber Analytics Group,189,20,VA,3.6 MM,2012,Security
2329,RK Parisi Enterprises,187,12,NH,5.7 MM,2012,Retail
2333,Leap the Pond,187,18,CT,3.7 MM,2012,Software
2339,Clutch Holdings,186,50,PA,12.6 MM,2012,Software
2377,Digital Media Solutions,183,300,FL,88.5 MM,2012,Advertising & Marketing
2388,Los Angeles Distributing Company,181,29,CA,9.8 MM,2012,Food & Beverage
2444,beMatrix USA,177,31,GA,12.5 MM,2012,Advertising & Marketing
2465,SYMMETRIX Solutions,175,55,CO,7.7 MM,2012,IT Management
2468,Monster Technology,175,17,CA,3.9 MM,2012,Business Products & Services
2470,Busch Global,175,250,TX,13.0 MM,2012,Business Products & Services
2471,Michael Hyatt & Company,175,29,TN,9.0 MM,2012,Business Products & Services
2487,V3 Transportation,173,48,OH,23.3 MM,2012,Logistics & Transportation
2488,EvoText,173,45,MA,10.2 MM,2012,Education
2552,Metric Theory,168,80,CA,14.0 MM,2012,Advertising & Marketing
2553,GreenForm,168,30,TN,7.7 MM,2012,Construction
2556,First National Title Insurance Company,167,20,TX,97.3 MM,2012,Insurance
2559,BlackRock Construction,167,7,VT,4.5 MM,2012,Construction
2560,EDGE Business Systems,166,34,GA,9.9 MM,2012,Business Products & Services
2565,One Brand Marketing,166,15,FL,4.7 MM,2012,Advertising & Marketing
2584,ITinspired,165,11,LA,2.2 MM,2012,IT Management
2592,Marshall Scientific,164,7,NH,2.5 MM,2012,Health
2612,The Fulfillment Lab,163,68,FL,12.6 MM,2012,Logistics & Transportation
2631,614 Group,161,13,NJ,2.1 MM,2012,Advertising & Marketing
2634,Alarm Grid,161,13,FL,2.8 MM,2012,Security
2647,BizIQ,160,88,AZ,9.1 MM,2012,Business Products & Services
2715,Qnary,154,16,NY,2.0 MM,2012,Advertising & Marketing
2738,TRUE GRADE,152,14,FL,29.2 MM,2012,Food & Beverage
2785,TRELORA,148,24,CO,2.6 MM,2012,Real Estate
2790,Sender One Climbing,148,117,CA,5.2 MM,2012,Consumer Products & Services
2808,BrandNex.com,147,14,TX,4.2 MM,2012,Advertising & Marketing
2814,Sooryen Technologies,146,110,NJ,5.5 MM,2012,Software
2871,Einstein Moving Company,143,72,TX,4.5 MM,2012,Logistics & Transportation
2879,VelociData,143,11,MO,4.2 MM,2012,Software
2883,Big Barker,142,7,PA,5.5 MM,2012,Consumer Products & Services
2893,Optimum Healthcare IT,142,428,FL,168.2 MM,2012,IT Management
2895,TRAFFIC,142,32,MI,3.5 MM,2012,Advertising & Marketing
2914,Elite Biomedical Solutions,140,30,OH,13.6 MM,2012,Health
2944,Distillery,139,140,CA,5.1 MM,2012,Software
2946,The Wilson Group,138,41,PA,10.8 MM,2012,Business Products & Services
2990,KnowledgeLink,136,200,MA,8.9 MM,2012,Education
3053,M2E,131,62,FL,9.9 MM,2012,Engineering
3059,The Creative Momentum,131,17,GA,2.5 MM,2012,Advertising & Marketing
3102,Quality Freight Logistics,128,11,MI,14.5 MM,2012,Logistics & Transportation
3113,Great Waters Financial,127,30,MN,4.9 MM,2012,Financial Services
3158,Professional Enrollment Concepts,125,65,TX,7.4 MM,2012,Human Resources
3162,Dana's Bakery,125,25,NJ,2.1 MM,2012,Food & Beverage
3231,Tarmac,122,51,MN,4.0 MM,2012,Software
3232,Benutech,122,49,CA,3.4 MM,2012,Real Estate
3249,Bayone Solutions,121,120,CA,21.7 MM,2012,IT Management
3279,Hawkins Point Partners,119,30,MA,7.2 MM,2012,IT Management
3283,Mojo Art & Image,119,48,MD,4.8 MM,2012,Manufacturing
3334,Digital Additive,117,40,GA,4.4 MM,2012,Advertising & Marketing
3389,Shift Interactive,114,20,IA,2.4 MM,2012,Software
3411,MP Consulting Services,112,9,NJ,6.2 MM,2012,Construction
3467,Jaime Partners,109,15,CA,4.8 MM,2012,Construction
3468,Athletx Sports Group,109,35,KY,4.4 MM,2012,Consumer Products & Services
3486,Bulu,108,36,NE,3.2 MM,2012,Consumer Products & Services
3488,Pinnacle Lodging,108,19,CO,10.0 MM,2012,Travel & Hospitality
3515,K & P Enterprises,107,21,TN,6.2 MM,2012,Construction
3566,Davis Supply of Charleston,105,5,SC,8.2 MM,2012,Construction
3600,Innovecs,104,410,NY,13.5 MM,2012,Software
3613,Qmulos,103,17,VA,3.7 MM,2012,IT System Development
3620,Oakwood Search,103,10,CO,6.8 MM,2012,Human Resources
3650,HealthSparq,102,189,OR,24.4 MM,2012,Software
3656,"College Hunks Hauling Junk and Moving (Nashville, TN)",101,36,TN,2.3 MM,2012,Logistics & Transportation
3661,Stoneridge Software,101,80,MN,16.8 MM,2012,Software
3686,Transiris,100,62,CA,3.1 MM,2012,IT System Development
3726,Cowan Group Engineering,99,19,OK,3.4 MM,2012,Engineering
3729,CloudSmartz,99,15,NY,11.4 MM,2012,Software
3736,RJR Partners,98,16,CA,3.6 MM,2012,Human Resources
3766,SEQUOIA HOLDINGS,97,41,VA,9.7 MM,2012,Government Services
3784,CRITICAL POWER SOLUTIONS GROUP,96,8,FL,2.2 MM,2012,Engineering
3850,Strong Smiles Dental Care,93,42,MD,3.3 MM,2012,Health
3886,Whim Hospitality,92,180,TX,10.6 MM,2012,Food & Beverage
3921,Y Charter,91,8,FL,2.7 MM,2012,Travel & Hospitality
3942,Nathan Clark & Associates,90,26,RI,3.4 MM,2012,Real Estate
4000,Alliance Executive Search,88,9,VA,5.7 MM,2012,Human Resources
4048,Alpha Paving Industries,87,60,TX,16.1 MM,2012,Construction
4054,ASTRSK,86,20,NY,3.8 MM,2012,Advertising & Marketing
4065,Kore Refrigeration,86,148,UT,23.0 MM,2012,Construction
4075,Pinpoint Collateral,86,5,CA,2.3 MM,2012,Financial Services
4107,OC Facial Care Center,85,8,CA,2.4 MM,2012,Retail
4129,Climate Control Experts,84,42,NV,7.2 MM,2012,Construction
4186,Helen Jon,82,13,KS,3.2 MM,2012,Manufacturing
4215,Candid Partners,81,62,GA,16.2 MM,2012,Business Products & Services
4238,Dutch Country Living,80,13,IA,2.4 MM,2012,Retail
4245,Xtreme Xperience,80,29,IL,8.1 MM,2012,Consumer Products & Services
4324,MarketPro South,77,10,MD,4.1 MM,2012,Real Estate
4333,Smart Energy Today,77,50,WA,19.3 MM,2012,Energy
4345,Fathom 4,77,46,SC,4.2 MM,2012,Government Services
4390,OpDecision,75,12,NJ,2.0 MM,2012,Telecommunications
4409,Avalaunch Media,75,42,UT,4.5 MM,2012,Advertising & Marketing
4414,C3 Group,75,13,CO,3.1 MM,2012,Insurance
4510,Ship My Orders,72,30,NV,4.1 MM,2012,Logistics & Transportation
4529,Adroit Partners,72,15,TX,10.6 MM,2012,Human Resources
4532,Big Data Supply,72,5,CA,2.2 MM,2012,Computer Hardware
4613,Sunseed Research,69,4,WI,2.0 MM,2012,Business Products & Services
4632,ORS Partners,68,71,PA,6.7 MM,2012,Human Resources
4679,Amuza,67,10,CA,3.0 MM,2012,Business Products & Services
4689,Nuvitek,67,15,VA,2.9 MM,2012,Government Services
4782,Humanproof,64,15,VA,2.1 MM,2012,Engineering
4875,innoVia Events,61,10,TX,3.2 MM,2012,Business Products & Services
4960,Koncerted,59,15,MA,2.6 MM,2012,Consumer Products & Services
4968,Superior Restoration,58,45,CA,6.1 MM,2012,Construction
4990,Advanced Strategic Enterprise Concepts 3,58,35,VA,7.2 MM,2012,Government Services
4991,SHOP MELEE,58,39,IL,2.4 MM,2012,Consumer Products & Services
1,SwanLeap,"75,661",49,WI,99.0 MM,2013,Logistics & Transportation
3,Home Chef,"60,166",865,IL,255.0 MM,2013,Food & Beverage
4,Velocity Global,"39,817",55,CO,49.2 MM,2013,Business Products & Services
5,DEPCOM Power,"38,963",104,AZ,219.6 MM,2013,Energy
8,GForce Life Sciences,"16,427",13,IL,16.9 MM,2013,Human Resources
8,Flexport,"15,911",532,CA,224.7 MM,2013,Logistics & Transportation
12,Exabeam,"14,032",153,CA,18.8 MM,2013,Security
13,Podium,"13,645",254,UT,30.2 MM,2013,Business Products & Services
15,AdRizer,"12,501",24,FL,16.7 MM,2013,Software
21,FIGS,"9,948",45,CA,23.1 MM,2013,Retail
26,Lo70s,"9,154",9,NV,30.3 MM,2013,Advertising & Marketing
32,Mesosphere,"7,507",300,CA,28.8 MM,2013,Software
36,Mindoula,"7,310",87,MD,8.0 MM,2013,Health
38,Rockhammer Talent Solutions,"6,953",80,MD,11.4 MM,2013,Human Resources
39,Trupet,"6,754",29,OH,8.8 MM,2013,Retail
41,Fox Dealer,"6,424",35,CA,18.7 MM,2013,Advertising & Marketing
47,ScaleLab,"5,686",60,CA,27.2 MM,2013,Media
53,HomeStar Remodeling,"4,923",47,DE,5.3 MM,2013,Construction
61,reCommerce,"4,547",25,FL,11.3 MM,2013,Business Products & Services
62,Solvix Solutions,"4,478",9,NJ,14.1 MM,2013,Computer Hardware
70,Clean Energy Solutions,"4,331",20,CA,4.7 MM,2013,Energy
72,ConvertKit,"4,270",30,ID,9.3 MM,2013,Software
80,Y7 Studio,"4,022",200,NY,5.6 MM,2013,Consumer Products & Services
83,AdCellerant,"3,945",28,CO,8.9 MM,2013,Advertising & Marketing
92,Impact Mailers,"3,765",7,GA,4.6 MM,2013,Advertising & Marketing
93,Thought Logic Consulting,"3,752",53,GA,11.2 MM,2013,Business Products & Services
102,SkillSet Group,"3,569",34,CA,8.9 MM,2013,Human Resources
107,Broadly,"3,529",84,CA,4.7 MM,2013,Software
112,Elite Insurance Partners,"3,458",28,FL,3.6 MM,2013,Insurance
114,Parrish and Partners,"3,422",60,SC,18.6 MM,2013,Engineering
115,Moore Advanced,"3,391",1641,TN,12.6 MM,2013,Logistics & Transportation
122,Yoga International,"3,153",35,PA,4.6 MM,2013,Media
123,Big Elk Energy Systems,"3,152",92,OK,20.6 MM,2013,Manufacturing
126,UCW Logistics,"3,116",19,SC,11.6 MM,2013,Logistics & Transportation
135,FREEDOM FOREVER,"2,954",219,CA,55.0 MM,2013,Energy
137,Vibe Kayaks,"2,918",14,GA,7.0 MM,2013,Consumer Products & Services
138,Favor,"2,917",136,TX,29.2 MM,2013,Logistics & Transportation
139,CardFlight,"2,917",30,NY,5.1 MM,2013,Financial Services
141,iServe,"2,915",44,UT,121.3 MM,2013,Advertising & Marketing
143,Aha!,"2,871",65,CA,30.2 MM,2013,Software
144,Bustle Digital Group,"2,862",226,NY,46.3 MM,2013,Media
148,Seller Labs,"2,847",40,GA,6.5 MM,2013,Software
151,QALO,"2,792",81,CA,29.4 MM,2013,Consumer Products & Services
153,CoSchedule,"2,771",66,ND,4.8 MM,2013,Software
154,Shefit,"2,770",16,MI,3.0 MM,2013,Retail
155,Linea di Liara,"2,768",13,IL,7.6 MM,2013,Consumer Products & Services
156,Apptimize,"2,684",41,CA,3.2 MM,2013,Software
163,HYPR,"2,635",35,NY,3.0 MM,2013,Advertising & Marketing
164,OrthoFi,"2,618",165,CO,7.3 MM,2013,Software
165,Strike Social,"2,614",38,IL,47.7 MM,2013,Advertising & Marketing
166,RealtyShares,"2,592",112,CA,13.1 MM,2013,Real Estate
169,Dignari,"2,551",36,VA,8.4 MM,2013,Government Services
175,Bombas,"2,457",43,NY,46.6 MM,2013,Consumer Products & Services
176,BoxyCharm,"2,447",34,FL,49.0 MM,2013,Consumer Products & Services
178,Indev,"2,418",140,VA,8.2 MM,2013,Government Services
187,Sheds Direct,"2,336",38,NC,21.5 MM,2013,Construction
189,Aspire Health,"2,308",628,TN,61.3 MM,2013,Health
195,5Q Partners,"2,278",32,GA,4.7 MM,2013,IT Management
197,American Business Brokers,"2,257",4,UT,9.6 MM,2013,Business Products & Services
201,Acuity Surgical,"2,233",10,TX,6.2 MM,2013,Health
204,MOVE Bumpers,"2,223",12,MT,4.9 MM,2013,Manufacturing
205,Aerospace Asset Trading,"2,220",18,FL,23.2 MM,2013,Business Products & Services
206,Discuss.io,"2,212",49,WA,4.4 MM,2013,Software
208,Titan Solar Power,"2,197",250,AZ,88.9 MM,2013,Energy
209,Seriously,"2,196",58,CA,36.5 MM,2013,Media
210,Crystal Clear Digital Marketing,"2,183",47,FL,5.7 MM,2013,Health
211,2020 On-site,"2,175",14,MA,2.6 MM,2013,Health
214,Elite Senior Care,"2,149",25,AR,4.2 MM,2013,Health
220,Meridian Appraisal Management,"2,127",5,IL,2.7 MM,2013,Real Estate
222,Teami,"2,123",45,FL,9.8 MM,2013,Food & Beverage
232,Marketopia,"2,042",63,FL,3.4 MM,2013,Advertising & Marketing
237,Monterey Construction,"2,014",6,OK,6.4 MM,2013,Construction
243,Access Physicians,"1,985",40,TX,11.1 MM,2013,Health
250,IT Works Recruitment,"1,951",36,GA,10.5 MM,2013,Human Resources
251,BoardVitals,"1,948",21,NY,11.5 MM,2013,Education
252,Cintel,"1,942",21,AL,2.1 MM,2013,Government Services
254,Abrams Realty,"1,932",45,VA,2.3 MM,2013,Real Estate
260,Amazing Lash Studio,"1,887",19,AZ,8.8 MM,2013,Retail
264,Factor 75,"1,841",12,IL,9.9 MM,2013,Food & Beverage
265,ProPharma Sales,"1,838",41,MO,4.1 MM,2013,Advertising & Marketing
268,Stukent,"1,821",35,ID,2.0 MM,2013,Education
270,Beddy's,"1,817",7,UT,4.8 MM,2013,Consumer Products & Services
274,Lob.com,"1,811",47,CA,18.3 MM,2013,Business Products & Services
277,Era Transport,"1,783",45,IL,5.3 MM,2013,Logistics & Transportation
278,Private Label Extensions,"1,776",15,GA,4.2 MM,2013,Consumer Products & Services
279,Mer-Sea & Co.,"1,750",20,KS,6.6 MM,2013,Consumer Products & Services
282,Merchology,"1,730",70,MN,23.4 MM,2013,Business Products & Services
283,Allied Mission Group,"1,725",20,VA,4.4 MM,2013,IT System Development
294,123 Home Care,"1,659",45,CA,9.8 MM,2013,Health
299,MediaSmack,"1,641",30,TX,2.3 MM,2013,Advertising & Marketing
304,GiddyUp,"1,624",40,CA,55.2 MM,2013,Advertising & Marketing
305,United Carports,"1,617",31,CA,4.6 MM,2013,Manufacturing
306,Kisi Security,"1,603",25,NY,2.2 MM,2013,Security
307,GridBright,"1,602",13,CA,3.5 MM,2013,Energy
312,Levvel,"1,574",140,NC,17.2 MM,2013,IT System Development
318,Pelican Waste & Debris,"1,559",130,LA,11.4 MM,2013,Environmental Services
321,Tranont,"1,529",30,UT,11.4 MM,2013,Consumer Products & Services
322,UpNest,"1,522",20,CA,5.3 MM,2013,Real Estate
323,K2 Dental Arts,"1,519",5,VA,2.4 MM,2013,Health
325,Dr. Squatch,"1,512",5,CA,3.8 MM,2013,Consumer Products & Services
329,Three T's Properties,"1,503",10,MI,2.7 MM,2013,Real Estate
343,Alderson Loop,"1,447",39,MD,4.4 MM,2013,Business Products & Services
353,SeamlessDocs,"1,418",34,NY,2.3 MM,2013,Government Services
360,Bioluz LED,"1,401",4,CA,3.4 MM,2013,Consumer Products & Services
364,Linear Air Taxi,"1,388",15,MA,4.5 MM,2013,Travel & Hospitality
373,Jennaration Boutique,"1,330",12,AL,2.3 MM,2013,Retail
376,Strategic Alliance Business Group,"1,317",110,VA,14.8 MM,2013,Government Services
387,ARCpoint Occupational Solutions,"1,265",12,SC,2.3 MM,2013,Health
388,Chairish,"1,265",59,CA,6.0 MM,2013,Retail
391,Upfluence,"1,261",38,NY,2.8 MM,2013,Advertising & Marketing
392,CleverMade,"1,261",9,CA,15.3 MM,2013,Consumer Products & Services
400,Trident Transport,"1,244",34,TN,11.7 MM,2013,Logistics & Transportation
402,FyberCom,"1,242",14,ID,2.0 MM,2013,Telecommunications
406,TOP SHELF BRANDS,"1,230",42,MI,19.6 MM,2013,Advertising & Marketing
408,Eff Creative Group,"1,230",14,NY,2.4 MM,2013,Advertising & Marketing
409,The Gold Financial Group,"1,230",16,CA,2.1 MM,2013,Financial Services
412,Clutch.co,"1,219",32,DC,5.2 MM,2013,Business Products & Services
413,Nuvolo,"1,217",98,NJ,9.0 MM,2013,Software
414,Simple Booth,"1,210",23,TX,3.3 MM,2013,Business Products & Services
417,SelectHub,"1,205",48,CO,4.5 MM,2013,Software
424,ITProTV,"1,180",55,FL,6.2 MM,2013,Education
429,RelationEdge,"1,165",98,CA,18.8 MM,2013,Business Products & Services
441,Saved By The Dress,"1,150",15,FL,11.2 MM,2013,Retail
442,Gather,"1,149",60,GA,5.3 MM,2013,Software
453,Cave Tools,"1,120",1,PA,2.5 MM,2013,Consumer Products & Services
454,TapResearch,"1,118",10,CA,7.7 MM,2013,Business Products & Services
456,Delmarva Veteran Builders,"1,114",23,MD,18.5 MM,2013,Construction
463,NinjaCat,"1,102",39,NY,3.5 MM,2013,Software
481,CT Assist,"1,053",43,WV,8.4 MM,2013,Health
489,Expedition Technology,"1,040",21,VA,4.4 MM,2013,Engineering
491,Corsis,"1,036",17,NJ,4.1 MM,2013,Software
495,Thistle Health,"1,029",180,CA,9.4 MM,2013,Food & Beverage
512,Shapes Secrets,983,145,FL,4.7 MM,2013,Retail
513,Audley Travel US,980,182,MA,62.4 MM,2013,Travel & Hospitality
514,Rent College Pads,980,20,WI,2.8 MM,2013,Real Estate
517,HYGO,973,9,CA,3.6 MM,2013,Media
525,eCig Distributors,958,60,NV,31.5 MM,2013,Consumer Products & Services
527,Bruno Total Home Performance,953,150,FL,22.9 MM,2013,Consumer Products & Services
538,jBloom,929,34,MO,7.4 MM,2013,Retail
539,StrategyWise,929,20,AL,2.0 MM,2013,Business Products & Services
540,Vydia,929,40,NJ,9.2 MM,2013,Media
543,Sock Fancy,926,15,GA,2.1 MM,2013,Consumer Products & Services
544,Steward Partners Global Advisory,920,180,DC,37.0 MM,2013,Financial Services
546,Dibsies Personalization Station,918,9,OH,3.7 MM,2013,Retail
548,Ecomitize,916,30,NE,2.3 MM,2013,IT System Development
552,ERP Maestro,910,30,FL,2.0 MM,2013,Software
564,BoldLeads.com,898,49,AZ,12.4 MM,2013,Advertising & Marketing
586,Website Closers,850,15,FL,5.2 MM,2013,Computer Hardware
592,Consumer Acquisition,847,15,CA,4.7 MM,2013,Advertising & Marketing
601,Paradigm Construction,834,35,TX,30.7 MM,2013,Construction
608,Koddi,826,73,TX,6.6 MM,2013,Business Products & Services
610,Visum Development Group,820,16,NY,2.4 MM,2013,Real Estate
617,SaviLinx,812,487,ME,10.5 MM,2013,Business Products & Services
621,ThomasRiley Strategies,806,25,DC,3.2 MM,2013,Government Services
623,Tier4 Advisors,803,6,GA,2.0 MM,2013,IT Management
624,Basecamp Fitness,802,105,CA,5.8 MM,2013,Health
626,Proforma Springboard Promotions,800,10,NC,2.2 MM,2013,Business Products & Services
627,Purchasing Group,800,8,FL,5.0 MM,2013,Consumer Products & Services
631,Legalinc,796,23,TX,4.8 MM,2013,Software
635,Skuid,794,188,TN,14.1 MM,2013,Software
640,Product Launchers,786,10,NY,2.6 MM,2013,Business Products & Services
644,Optmyzr,782,12,CA,3.0 MM,2013,Advertising & Marketing
650,Kaimetrix,777,25,NC,2.4 MM,2013,Government Services
657,InGenius Prep,769,70,CT,6.0 MM,2013,Education
659,VRC Metal Systems,766,55,SD,7.3 MM,2013,Manufacturing
662,Payer Compass,761,55,TX,9.9 MM,2013,Health
673,Sparks Energy,742,25,AL,127.1 MM,2013,Energy
674,PRx Performance,742,9,ND,4.1 MM,2013,Retail
680,Kopis Mobile,738,13,MS,2.0 MM,2013,Software
683,LendIt Fintech,736,20,NY,12.3 MM,2013,Business Products & Services
685,GIS Surveyors,733,43,CA,8.5 MM,2013,Engineering
688,Brand Value Accelerator,732,100,CA,8.8 MM,2013,Business Products & Services
690,Inseev Interactive,730,23,CA,2.2 MM,2013,Advertising & Marketing
692,Sayva Solutions,728,19,CA,7.6 MM,2013,Business Products & Services
693,Griffin Funding,727,21,CA,4.1 MM,2013,Financial Services
694,Arctic Supplies,718,5,FL,2.4 MM,2013,Food & Beverage
695,William Roam,717,25,IN,3.4 MM,2013,Travel & Hospitality
696,The Branding Agency Powered by Proforma,717,8,VA,4.8 MM,2013,Business Products & Services
699,Carrot,714,14,OR,3.5 MM,2013,Software
700,CGAP,713,11,NY,3.4 MM,2013,Financial Services
701,RO HEALTH,706,500,WA,10.3 MM,2013,Health
703,Syrainfotek,704,80,GA,7.0 MM,2013,IT System Development
704,Eva Garland Consulting,703,16,NC,2.1 MM,2013,Business Products & Services
706,Whitestone Branding,702,22,NY,2.5 MM,2013,Advertising & Marketing
715,Amherst Madison,695,55,ID,5.0 MM,2013,Real Estate
716,Verified First,695,96,ID,9.3 MM,2013,Business Products & Services
723,PopShorts,689,7,CA,2.1 MM,2013,Advertising & Marketing
724,MagMod,689,17,AZ,5.0 MM,2013,Consumer Products & Services
727,Seaman's Beverage and Logistics,685,12,NJ,4.9 MM,2013,Food & Beverage
729,ReNew Home Designs,685,25,MD,5.0 MM,2013,Construction
730,engagedIN,683,4,CA,2.1 MM,2013,Health
743,3D Solar,676,43,FL,3.7 MM,2013,Energy
748,Independent Advisor Alliance,672,15,NC,21.4 MM,2013,Financial Services
760,Pinpoint Payments,664,11,NY,4.3 MM,2013,Financial Services
762,Faherty,659,75,NY,14.5 MM,2013,Consumer Products & Services
767,BJ Construction Group,654,6,IL,2.4 MM,2013,Construction
770,Nearshore Technology,651,212,GA,11.7 MM,2013,IT System Development
777,Allego,646,53,MA,8.6 MM,2013,Software
784,Dhanani Private Equity Group,636,12,TX,3.4 MM,2013,Real Estate
788,PJP Marketing,633,1,NY,2.4 MM,2013,Advertising & Marketing
789,Grant Enterprises,632,12,MN,4.4 MM,2013,Retail
792,Yamibuy,630,258,CA,88.8 MM,2013,Retail
794,The Professional Landlords,630,29,TX,2.4 MM,2013,Real Estate
802,Expansion Capital Group,627,57,SD,23.4 MM,2013,Financial Services
804,Shareablee,626,50,NY,8.6 MM,2013,Software
805,Wallarm,625,49,CA,2.7 MM,2013,Security
806,The Stem,625,30,NY,5.7 MM,2013,Business Products & Services
808,Knight Eady,624,18,AL,2.2 MM,2013,Advertising & Marketing
819,Magnolia Boutique,617,12,IN,4.5 MM,2013,Retail
823,SupplyKick,611,17,IN,16.7 MM,2013,Retail
824,ONE SOURCE Companies,610,10,CT,2.1 MM,2013,Real Estate
826,360 ENERGY SOLUTIONS,605,17,FL,2.9 MM,2013,Energy
828,PandaDoc,604,175,CA,8.6 MM,2013,Software
829,HealthCaps,604,15,FL,3.3 MM,2013,Manufacturing
830,Rockerbox,603,17,NY,5.8 MM,2013,Advertising & Marketing
834,BMNT Partners,600,19,CA,4.2 MM,2013,Business Products & Services
842,Malka,597,44,NJ,5.3 MM,2013,Media
847,Excel Impact,594,8,OH,26.0 MM,2013,Insurance
849,Open Influence,593,55,CA,16.0 MM,2013,Advertising & Marketing
850,Octane Energy,592,70,TX,12.3 MM,2013,Energy
852,Amerikas,590,5,NY,2.6 MM,2013,Business Products & Services
854,"IVY, The Social University",589,60,NY,10.8 MM,2013,Education
858,Rankings.io,585,20,IL,2.1 MM,2013,Advertising & Marketing
866,TGW Company,581,7,MI,2.1 MM,2013,Consumer Products & Services
869,Clearview Business Intelligence,578,38,UT,2.8 MM,2013,Software
871,AltexSoft,576,148,CA,2.1 MM,2013,Business Products & Services
873,Retail Service Systems,576,23,OH,28.3 MM,2013,Business Products & Services
875,VIM & VIGR,573,20,MT,2.6 MM,2013,Manufacturing
877,RevolutionParts,572,51,AZ,5.3 MM,2013,Software
878,CORE Consultants,571,39,CO,8.8 MM,2013,Engineering
885,Rock My World,565,18,CA,2.2 MM,2013,Health
888,STRATIS IoT,563,38,PA,2.0 MM,2013,Software
894,Retention Science (ReSci),558,45,CA,4.5 MM,2013,Software
903,Webflow,549,57,CA,7.3 MM,2013,Software
906,Flux7,547,40,TX,3.3 MM,2013,IT System Development
918,Relus Cloud,538,103,GA,32.0 MM,2013,IT Management
919,STAMFORD TECHNOLOGY SOLUTIONS,537,15,CT,4.1 MM,2013,Business Products & Services
920,BuybackBoss.com,537,7,AZ,3.1 MM,2013,Consumer Products & Services
921,Joorney Business Plans,536,12,FL,2.0 MM,2013,Business Products & Services
922,Bond Collective,536,36,NY,7.9 MM,2013,Real Estate
926,Triple E Equipment,535,9,FL,3.2 MM,2013,Retail
928,Elite Transit Solutions,533,25,PA,19.8 MM,2013,Logistics & Transportation
953,Nomad Financial,519,29,NY,3.0 MM,2013,Financial Services
963,Transworld Business Advisors - Rocky Mountain,514,13,CO,2.1 MM,2013,Financial Services
967,Battery,512,52,CA,10.1 MM,2013,Advertising & Marketing
975,OneTrust Home Loans,508,237,CA,43.4 MM,2013,Financial Services
977,New Vision Nutrition,507,15,NJ,2.4 MM,2013,Food & Beverage
979,Sigma Tax Pro,505,23,FL,2.7 MM,2013,Software
983,SEO Werkz,501,14,UT,2.9 MM,2013,Advertising & Marketing
991,Passion Planner,497,32,CA,8.1 MM,2013,Consumer Products & Services
993,Polaris Logisitcs Group,496,24,OH,12.2 MM,2013,Logistics & Transportation
1002,Partnerlog Group,492,10,FL,5.0 MM,2013,Business Products & Services
1012,Creamistry,487,760,CA,3.0 MM,2013,Food & Beverage
1016,Zivra Technology Consulting,485,11,IL,3.2 MM,2013,IT Management
1019,Powerful Yogurt,482,12,FL,9.6 MM,2013,Food & Beverage
1020,Dagger,482,24,GA,3.3 MM,2013,Advertising & Marketing
1023,The Madera Group,480,320,CA,18.8 MM,2013,Food & Beverage
1025,KeenAlignment,479,28,CA,2.3 MM,2013,Business Products & Services
1026,Capstone Title,479,20,TX,2.8 MM,2013,Real Estate
1027,VALiNTRY,478,56,FL,6.3 MM,2013,Business Products & Services
1031,Alpha Connect,477,383,AZ,13.6 MM,2013,Business Products & Services
1033,The Carver Companies,477,58,GA,6.8 MM,2013,Human Resources
1034,Museum Hack,477,55,NY,2.7 MM,2013,Travel & Hospitality
1037,Ace Medical,475,46,FL,2.3 MM,2013,Health
1038,ION Solar,474,400,UT,68.4 MM,2013,Energy
1055,Portable Oxygen Solutions,467,5,NC,3.2 MM,2013,Health
1061,GRIMM,464,41,VA,5.5 MM,2013,Engineering
1064,Vcheck Global,462,25,CA,2.9 MM,2013,Business Products & Services
1066,Old Dominion Mechanical,462,23,VA,3.5 MM,2013,Construction
1098,Bay State Search,449,16,MA,13.0 MM,2013,Human Resources
1101,Veritas Prime,448,34,ME,6.1 MM,2013,Software
1108,DayBlink Consulting,445,67,VA,12.2 MM,2013,Business Products & Services
1109,Swift Pace Solutions,444,32,TX,4.1 MM,2013,IT System Development
1113,Kettlebell Kitchen,443,185,NY,12.5 MM,2013,Food & Beverage
1115,Output,442,25,CA,6.2 MM,2013,Software
1118,Creative Homes,441,35,MN,55.6 MM,2013,Construction
1119,Shop Miss A,441,100,TX,10.3 MM,2013,Retail
1126,Palmisano,439,102,LA,86.8 MM,2013,Construction
1128,Ayni Brigade,438,19,NY,3.3 MM,2013,Advertising & Marketing
1140,The CERES Group,431,6,MA,4.5 MM,2013,Human Resources
1146,Hindsight Software Solutions,429,44,TX,3.6 MM,2013,Software
